Current Satellite Time,q_1 of Estimated Quaternion,q_2 of Estimated Quaternion,q_3 of Estimated Quaternion,q_4 of Estimated Quaternion,X axis of Estimated Body Rate,Y axis of Estimated Body Rate,Z axis of Estimated Body Rate,X axis of Estimated Position,Y axis of Estimated Position,Z axis of Estimated Position,X axis of Estimated Velocity,Y axis of Estimated Velocity,Z axis of Estimated Velocity
2022-08-03 5:53,0.79726803,0.258750124,-0.209326083,-0.503581821,-0.00013462,-0.09476362,-0.026798258,4592.41846,-5103.12061,1008.88269,5.68658543,4.970542,-0.7131315
2022-08-03 5:54,0.789970298,0.276537379,-0.225657587,-0.498550558,0.00030339,-0.094719075,-0.025415026,4760.517,-4951.288,986.948853,5.518997,5.15070152,-0.7489939
2022-08-03 5:54,0.782064664,0.294170851,-0.241880535,-0.493287115,0.000838292,-0.09495564,-0.026808895,4923.499,-4794.134,963.9512,5.34548473,5.32531548,-0.784047365
2022-08-03 5:55,0.773588837,0.311554596,-0.25799202,-0.487784955,0.001354743,-0.094752826,-0.025519934,5081.189,-4631.82666,939.914551,5.166236,5.49419641,-0.8182544
2022-08-03 5:55,0.764540583,0.328700359,-0.273944626,-0.482066501,0.001742742,-0.09485136,-0.026756086,5233.41748,-4464.5415,914.864868,4.98144436,5.65716267,-0.851578236
2022-08-03 5:56,0.754955234,0.345529047,-0.289733402,-0.476137404,0.003217598,-0.09467405,-0.026321936,5380.022,-4292.4585,888.829163,4.79131,5.81403971,-0.8839831
2022-08-03 5:56,0.744872689,0.362009472,-0.305326844,-0.469988657,0.003674611,-0.093793966,-0.024950223,5520.84473,-4115.762,861.8356,4.59603739,5.964659,-0.915434062
2022-08-03 5:57,0.734298357,0.378155331,-0.320685262,-0.463643646,0.003097108,-0.09355618,-0.02609898,5655.735,-3934.643,833.913147,4.395838,6.10886,-0.9458973
2022-08-03 5:57,0.723274666,0.393886042,-0.33581342,-0.457118025,0.003598201,-0.09305017,-0.025707115,5784.548,-3749.29614,805.092041,4.190927,6.246487,-0.97533983
2022-08-03 5:58,0.711839693,0.409173863,-0.350694515,-0.45041576,0.004902532,-0.0922968,-0.024104651,5907.14551,-3559.921,775.4033,3.98152637,6.37739325,-1.00372982
2022-08-03 5:58,0.700013555,0.424049929,-0.365279414,-0.443546649,0.005085304,-0.091574594,-0.025039794,6023.39648,-3366.721,744.8791,3.7678628,6.50143862,-1.03103662
2022-08-03 5:59,0.687847072,0.43845045,-0.379577276,-0.436518842,0.005380311,-0.090830796,-0.02463738,6133.177,-3169.90454,713.552246,3.55016637,6.618491,-1.05723083
2022-08-03 5:59,0.675370833,0.452373272,-0.393566977,-0.429345658,0.005800376,-0.089737155,-0.023928436,6236.36865,-2969.68286,681.456665,3.32867146,6.7284255,-1.08228433
2022-08-03 6:00,0.662627549,0.465799857,-0.407242248,-0.42202959,0.006126969,-0.08852014,-0.02232392,6332.86133,-2766.27148,648.626831,3.10361719,6.83112526,-1.10617042
2022-08-03 6:00,0.649635838,0.478746203,-0.420581314,-0.41459222,0.006299031,-0.08752058,-0.021752007,6422.55225,-2559.88916,615.0983,2.87524581,6.926481,-1.12886333
2022-08-03 6:01,0.636437265,0.491195534,-0.433582487,-0.407039042,0.006460912,-0.08654,-0.021247357,6505.3457,-2350.75757,580.907166,2.64380336,7.014391,-1.15033889
2022-08-03 6:01,0.62305362,0.503163282,-0.446231605,-0.399384843,0.006557467,-0.08552842,-0.022166958,6581.15234,-2139.10132,546.090332,2.409539,7.094762,-1.170574
2022-08-03 6:02,0.60954667,0.514618525,-0.458535161,-0.391619888,0.005893533,-0.08404746,-0.020571055,6649.892,-1925.14807,510.6853,2.172705,7.1675086,-1.1895467
2022-08-03 6:02,0.595913437,0.525590043,-0.470488532,-0.383774442,0.006168615,-0.08297684,-0.01981887,6711.4917,-1709.12769,474.730255,1.9335562,7.23255444,-1.207237
2022-08-03 6:03,0.582175082,0.536090314,-0.482086298,-0.375861875,0.006876166,-0.081845515,-0.020651167,6765.885,-1491.27246,438.263977,1.69235015,7.28983068,-1.22362614
2022-08-03 6:03,0.568398114,0.546106423,-0.493326034,-0.367859732,0.006320321,-0.08046905,-0.019071022,6813.01465,-1271.81616,401.325745,1.44934583,7.33927727,-1.23869658
2022-08-03 6:04,0.554560926,0.555673725,-0.504209248,-0.359808177,0.006289212,-0.07923406,-0.019517386,6852.83,-1050.99463,363.955353,1.20480454,7.380842,-1.25243223
2022-08-03 6:04,0.540704597,0.564781928,-0.51475092,-0.351697886,0.006910025,-0.07826561,-0.018970411,6885.29,-829.0449,326.1931,0.9589889,7.41448164,-1.26481867
2022-08-03 6:05,0.52685247,0.573459888,-0.52493162,-0.343536062,0.006319536,-0.07689836,-0.01856344,6910.35938,-606.205261,288.0797,0.712163,7.440161,-1.27584255
2022-08-03 6:05,0.513017251,0.581701468,-0.534783429,-0.33532579,0.006959075,-0.075950034,-0.01662968,6928.012,-382.714935,249.656189,0.464591771,7.45785475,-1.28549218
2022-08-03 6:06,0.49919535,0.589556482,-0.544274158,-0.327097534,0.006517326,-0.07447757,-0.01757314,6938.23,-158.813965,210.963867,0.2165413,7.4675436,-1.29375756
2022-08-03 6:06,0.485429432,0.596995222,-0.553451108,-0.318821017,0.006833929,-0.07378261,-0.015613348,6941.00244,65.2576447,172.0445,-0.031722594,7.46921968,-1.30063
2022-08-03 6:07,0.471701185,0.604074933,-0.562277543,-0.310540546,0.006316745,-0.07216793,-0.016695619,6936.327,289.259338,132.939926,-0.279933453,7.46288157,-1.30610216
2022-08-03 6:07,0.458051984,0.610772284,-0.5707968,-0.302219471,0.006108411,-0.071123265,-0.014760802,6924.20947,512.950745,93.69228,-0.527825,7.44853735,-1.3101685
2022-08-03 6:08,0.444447209,0.617129577,-0.578996526,-0.293906083,0.006644493,-0.07036035,-0.015649738,6904.66357,736.0919,54.34379,-0.7751313,7.42620325,-1.31282485
2022-08-03 6:08,0.430934208,0.6231438,-0.586886253,-0.285573175,0.006625187,-0.06922678,-0.015253317,6877.71045,958.4434,14.9368343,-1.02158689,7.39590454,-1.31406844
2022-08-03 6:09,0.417504619,0.628835728,-0.594473446,-0.277230666,0.00648712,-0.068250455,-0.014703509,6843.37939,1179.767,-24.4862137,-1.26692772,7.357675,-1.31389821
2022-08-03 6:09,0.404175562,0.634215512,-0.601762686,-0.268876309,0.005873517,-0.06726298,-0.013118697,6801.7085,1399.82507,-63.88295,-1.51089048,7.311557,-1.31231451
2022-08-03 6:10,0.39092549,0.639299214,-0.608765803,-0.260534017,0.005608798,-0.06614829,-0.012647603,6752.74268,1618.382,-103.211006,-1.75321388,7.257601,-1.30931938
2022-08-03 6:10,0.377754146,0.644099196,-0.615491438,-0.2522069,0.006241086,-0.06540297,-0.013726052,6696.53467,1835.20325,-142.42807,-1.9936384,7.19586563,-1.30491626
2022-08-03 6:11,0.364693837,0.64862337,-0.621941624,-0.243874446,0.006185354,-0.06451481,-0.013361728,6633.146,2050.057,-181.492,-2.23190641,7.126419,-1.29911017
2022-08-03 6:11,0.351731537,0.652886758,-0.628124299,-0.235549721,0.005984789,-0.06363477,-0.013018431,6562.64453,2262.71216,-220.360809,-2.467763,7.04933643,-1.29190779
2022-08-03 6:12,0.26161963,0.701690436,-0.642171228,-0.163712599,-0.214260489,-0.9215689,-0.20805499,6485.10645,2472.94165,-258.992676,-2.70095563,6.96470165,-1.28331685
2022-08-03 6:12,0.06814795,0.76817238,-0.636564798,-0.007232452,-0.193448588,-0.854627,-0.183052123,6400.616,2680.51978,-297.346161,-2.93123484,6.872607,-1.27334726
2022-08-03 6:13,-0.078202917,0.784840344,-0.604727888,0.110517504,-0.1262244,-0.5464421,-0.113911547,6309.264,2885.22437,-335.379974,-3.15835452,6.773152,-1.26200962
2022-08-03 6:13,-0.162901783,0.781225328,-0.575541553,0.178611071,-0.069041506,-0.301054239,-0.062579095,6211.149,3086.83643,-373.053253,-3.38207221,6.6664443,-1.24931633
2022-08-03 6:14,-0.206796892,0.775380838,-0.556921273,0.214145505,-0.036137853,-0.15507625,-0.030021332,6106.376,3285.13965,-410.325562,-3.60214829,6.552599,-1.23528147
2022-08-03 6:14,-0.228229832,0.771619702,-0.546426931,0.232232186,-0.01848646,-0.0774641,-0.012098311,5995.05859,3479.92236,-447.156982,-3.81834841,6.431739,-1.21992016
2022-08-03 6:15,-0.237937833,0.769818414,-0.540723032,0.241627397,-0.009997659,-0.037316244,-0.001485149,5877.316,3670.97534,-483.507843,-4.030441,6.303994,-1.203249
2022-08-03 6:15,-0.241708384,0.769288735,-0.537503565,0.246701876,-0.004924873,-0.01802561,0.004714189,5753.27539,3858.09448,-519.3391,-4.23819876,6.169503,-1.18528616
2022-08-03 6:16,-0.242621443,0.769365038,-0.535592953,0.249704749,-0.002554202,-0.008734936,0.005434648,5623.06934,4041.07959,-554.6124,-4.441401,6.02841043,-1.16605091
2022-08-03 6:16,-0.242191851,0.769674658,-0.534379258,0.25175948,-0.001408169,-0.003875389,0.007382211,5486.839,4219.735,-589.2898,-4.63983059,5.880868,-1.14556432
2022-08-03 6:17,-0.238350645,0.77110662,-0.532130021,0.255775665,-0.000509601,-4.57E-05,0.011307172,5344.729,4393.86865,-623.3341,-4.833276,5.72703457,-1.12384832
2022-08-03 6:17,-0.236508465,0.771690979,-0.531478716,0.257074217,-0.000115642,0.000473748,0.008155311,5196.894,4563.29541,-656.70874,-5.02153,5.56707573,-1.10092652
2022-08-03 6:18,-0.234609288,0.772276994,-0.530834113,0.258383186,0.00015163,-0.000320509,0.008756341,5043.491,4727.834,-689.3779,-5.204393,5.401163,-1.07682371
2022-08-03 6:18,-0.232612437,0.772894018,-0.530139221,0.25976662,-6.96E-05,-0.000230516,0.010765071,4884.686,4887.30762,-721.306641,-5.38166952,5.229476,-1.05156577
2022-08-03 6:19,-0.230546059,0.773527357,-0.529420852,0.261184809,2.29E-05,-0.000366567,0.011264877,4720.64844,5041.54639,-752.460632,-5.55317068,5.052197,-1.02517986
2022-08-03 6:19,-0.228385385,0.774187552,-0.528663463,0.262656988,-0.000382715,8.50E-05,0.011593719,4551.555,5190.38525,-782.806458,-5.71871376,4.869518,-0.9976947
2022-08-03 6:20,-0.226150876,0.774859731,-0.527881492,0.264176662,-9.46E-05,0.000104249,0.010734148,4377.5874,5333.66553,-812.3116,-5.878123,4.681634,-0.9691397
2022-08-03 6:20,-0.22378378,0.775559326,-0.527043869,0.265806905,-9.61E-05,-0.000596906,0.012672314,4198.931,5471.2334,-840.9444,-6.031228,4.488747,-0.9395459
2022-08-03 6:21,-0.221319437,0.776282628,-0.526169723,0.267485344,0.000102583,-0.000288225,0.013251851,4015.778,5602.94238,-868.674255,-6.177867,4.29106331,-0.9089451
2022-08-03 6:21,-0.218737683,0.777034828,-0.525248534,0.269229788,-0.000402371,0.000163505,0.013655901,3828.3252,5728.65137,-895.471436,-6.317883,4.08879471,-0.877370238
2022-08-03 6:22,-0.097648175,0.764014683,-0.619022237,0.153485721,1.33839321,2.627575,0.04853268,3636.77271,5848.22656,-921.3072,-6.45112753,3.882157,-0.844855249
2022-08-03 6:22,0.201367128,0.603233782,-0.755483993,-0.15749355,0.019720424,-0.02338124,0.002699692,3441.32642,5961.53955,-946.1538,-6.577459,3.671372,-0.811435044
2022-08-03 6:23,0.190126874,0.605149185,-0.758833793,-0.147707511,-0.000237782,-0.062136702,0.002781884,3242.1958,6068.469,-969.9847,-6.69674158,3.4566648,-0.7771453
2022-08-03 6:23,0.06271116,0.691098153,-0.719928537,-0.012391675,-1.39576817,-2.527629,0.08553258,3039.59326,6168.90234,-992.7743,-6.80885029,3.238265,-0.742023051
2022-08-03 6:24,-0.203718755,0.781141028,-0.520006632,0.279124462,-0.007400222,-0.010354284,0.01529203,2833.7373,6262.73047,-1014.49829,-6.91366434,3.01640749,-0.706105947
2022-08-03 6:24,-0.200573472,0.782070478,-0.518485773,0.281617741,0.001750266,0.003550241,0.016923893,2624.84766,6349.85449,-1035.13318,-7.01107264,2.791329,-0.6694321
2022-08-03 6:25,-0.196897014,0.783009016,-0.517216025,0.283929621,0.000570337,0.000966973,0.01800753,2413.148,6430.18066,-1054.6571,-7.100972,2.56327,-0.632041
2022-08-03 6:25,-0.193089163,0.783969854,-0.515822123,0.28641819,0.000150745,0.000424203,0.019132968,2198.86548,6503.62354,-1073.04883,-7.183267,2.33247542,-0.5939725
2022-08-03 6:26,-0.189083525,0.784973042,-0.514315403,0.289040499,6.48E-05,-1.88E-05,0.019718709,1982.22937,6570.10449,-1090.289,-7.25787067,2.09919047,-0.555267453
2022-08-03 6:26,-0.184876829,0.785998962,-0.512716714,0.291800892,-8.73E-05,0.000283133,0.020741133,1763.47144,6629.55273,-1106.35889,-7.32470369,1.86366487,-0.515967131
2022-08-03 6:27,-0.180445758,0.787055242,-0.511022615,0.294685018,-0.000190283,-0.000201322,0.02236063,1542.82593,6681.9043,-1121.24133,-7.383695,1.62614989,-0.476113647
2022-08-03 6:27,-0.175758527,0.788143649,-0.509205262,0.297739028,-0.000205761,0.000267242,0.023062035,1320.5293,6727.10449,-1134.92053,-7.434782,1.38689923,-0.4357497
2022-08-03 6:28,-0.1708135,0.78926356,-0.507272832,0.300931975,-6.41E-05,-0.000143744,0.024343647,1096.819,6765.104,-1147.38159,-7.47791,1.14616811,-0.3949185
2022-08-03 6:28,0.095681176,0.560391479,-0.794476782,0.213572338,2.462174,1.16981733,0.274162769,871.9348,6795.8623,-1158.61145,-7.513034,0.904213667,-0.353663981
2022-08-03 6:29,0.212894633,0.462127802,-0.843563436,0.171797839,-0.31146428,0.031448245,0.009084752,646.1171,6819.34668,-1168.5979,-7.540116,0.6612941,-0.312030375
2022-08-03 6:29,0.205225679,0.534658441,-0.79819365,0.186841293,-0.347479433,0.035598867,0.002240001,419.6083,6835.53271,-1177.33,-7.559127,0.4176694,-0.270062119
2022-08-03 6:30,0.194175816,0.60879641,-0.742801779,0.199770368,-0.363699615,0.036853593,-0.005918101,192.650436,6844.40234,-1184.79871,-7.57004738,0.173599333,-0.227804616
2022-08-03 6:30,0.124174913,0.704592995,-0.65929858,0.231202693,-1.3843112,-0.911273956,-0.4903346,-34.5135727,6845.947,-1190.996,-7.572866,-0.07065564,-0.185303077
2022-08-03 6:31,-0.155111621,0.795144951,-0.493164314,0.316976106,0.196942478,0.15371336,0.006602,-261.6407,6840.16357,-1195.91516,-7.56757975,-0.3148351,-0.142603
2022-08-03 6:31,-0.162108993,0.79120922,-0.503655884,0.306658433,0.003713471,0.002521375,-0.062085364,-488.487549,6827.06,-1199.551,-7.55419445,-0.5586783,-0.09975014
2022-08-03 6:32,-0.174416098,0.78846807,-0.508623396,0.298662631,0.001594471,0.000824741,-0.057956204,-714.8116,6806.649,-1201.89941,-7.532724,-0.8019254,-0.05679011
2022-08-03 6:32,-0.185914243,0.785749222,-0.51308724,0.29116239,0.000706513,0.000310133,-0.054269712,-940.3705,6778.95264,-1202.95813,-7.50319052,-1.04431677,-0.01376885
2022-08-03 6:33,-0.196673156,0.783050616,-0.517159303,0.28407333,0.000728449,0.000102321,-0.051069006,-1164.92285,6744.001,-1202.72571,-7.46562624,-1.28559375,0.029267699
2022-08-03 6:33,-0.206778397,0.78037255,-0.520900806,0.277351271,0.00063082,6.59E-05,-0.04829793,-1388.22827,6701.83057,-1201.20251,-7.42007065,-1.52549863,0.07227361
2022-08-03 6:34,-0.278164904,0.715999624,-0.551314527,0.325608839,-0.016708544,-0.05748883,-0.020088209,-1610.04773,6652.4873,-1198.39014,-7.36657143,-1.76377523,0.115202881
2022-08-03 6:34,-0.227826012,0.773057633,-0.528323177,0.267117622,-0.04005867,0.08903299,-0.007341447,-1830.1438,6596.023,-1194.29163,-7.305186,-2.0001688,0.15800935
2022-08-03 6:35,-0.233903951,0.77248543,-0.530558628,0.258964754,0.000330137,0.000322124,-0.041581262,-2048.28076,6532.498,-1188.91138,-7.2359786,-2.234427,0.200647086
2022-08-03 6:35,-0.242073165,0.769908789,-0.53335938,0.253315631,0.000341388,9.81E-06,-0.039779156,-2264.225,6461.981,-1182.255,-7.159024,-2.46629953,0.243070439
2022-08-03 6:36,-0.249891352,0.767350342,-0.535990538,0.247874783,0.000380227,-4.73E-06,-0.038150486,-2477.74561,6384.54639,-1174.32983,-7.07440329,-2.69553852,0.285233885
2022-08-03 6:36,-0.257392879,0.764812155,-0.538470688,0.242612017,0.000367058,-8.96E-05,-0.036889028,-2688.61353,6300.27734,-1165.14417,-6.982206,-2.921899,0.32709223
2022-08-03 6:37,-0.264615086,0.762290007,-0.540817146,0.237507082,0.000438648,-2.11E-05,-0.035696406,-2896.603,6209.26367,-1154.70789,-6.882531,-3.145139,0.368600726
2022-08-03 6:37,-0.27158582,0.759782044,-0.543042579,0.232544931,0.000384877,-1.80E-06,-0.03454277,-3101.4917,6111.60254,-1143.0321,-6.775484,-3.36501932,0.409714818
2022-08-03 6:38,-0.278073826,0.757554958,-0.545007071,0.227492251,0.007135549,-0.008043763,-0.03851021,-3303.05957,6007.39844,-1130.12939,-6.661179,-3.58130574,0.450390548
2022-08-03 6:38,-0.284877949,0.754800216,-0.547178676,0.222972385,0.000577118,-0.00020805,-0.032878324,-3501.091,5896.7627,-1116.01355,-6.539737,-3.79376626,0.490584344
2022-08-03 6:39,-0.291256761,0.75231165,-0.549112054,0.218340633,0.000464528,-0.000122854,-0.03217437,-3695.37378,5779.813,-1100.69971,-6.41128826,-4.002174,0.5302532
2022-08-03 6:39,-0.297474491,0.749826378,-0.550964157,0.213793888,0.000553802,0.000156489,-0.031489316,-3885.69971,5656.675,-1084.2041,-6.27596855,-4.206306,0.5693546
2022-08-03 6:40,-0.30355788,0.747333787,-0.552749501,0.209315104,0.000251078,0.000153592,-0.030819273,-4071.8645,5527.47949,-1066.54456,-6.13392258,-4.40594339,0.6078466
2022-08-03 6:40,-0.309520804,0.744839748,-0.554463852,0.204891332,0.000379682,6.68E-05,-0.030492464,-4253.66943,5392.365,-1047.73987,-5.98530149,-4.60087347,0.645688057
2022-08-03 6:41,-0.315381659,0.742331345,-0.556122768,0.200514461,0.000306688,6.02E-06,-0.030062549,-4430.91846,5251.476,-1027.8103,-5.830263,-4.790887,0.68283844
2022-08-03 6:41,-0.321155959,0.739805765,-0.557725603,0.196184687,0.000360328,-1.42E-05,-0.029787041,-4603.423,5104.963,-1006.77692,-5.66897249,-4.97578049,0.7192579
2022-08-03 6:42,-0.326855999,0.7372579,-0.559285069,0.191875367,0.000425451,4.37E-05,-0.029442202,-4770.996,4952.98242,-984.6625,-5.5016017,-5.15535641,0.754907548
2022-08-03 6:42,-0.332499772,0.73468439,-0.560797176,0.187588047,0.000492244,1.85E-05,-0.029268853,-4933.46,4795.697,-961.4904,-5.32832766,-5.32942247,0.7897492
2022-08-03 6:43,-0.338094511,0.732080493,-0.562269256,0.183312676,0.00045434,1.17E-05,-0.029161345,-5090.63867,4633.274,-937.285767,-5.149336,-5.497791,0.8237454
2022-08-03 6:43,-0.343654321,0.729437417,-0.563708447,0.179040632,0.000255864,0.000110302,-0.029246409,-5242.36475,4465.888,-912.074341,-4.964816,-5.66028166,0.8568598
2022-08-03 6:44,-0.349200872,0.726756121,-0.56510899,0.174745874,0.000353079,3.74E-05,-0.029154066,-5388.47461,4293.718,-885.88324,-4.77496529,-5.81672049,0.8890566
